course_id,lecture_id,course_title,lecture_title
course_1910,lecture_4196,Learn Python Programming Masterclass,Python for Mac
course_2058,lecture_2258,Practical Solution Architecture,Additional Diagrams to Support Solution Architecture
course_221,lecture_7872,AZ-900 Bootcamp: Microsoft Azure Fundamentals (NOV 2023),Management Groups in Azure
course_578,lecture_703,C# 10 | Ultimate Guide - Beginner to Advanced | Master class,CopyTo and Clone
course_1553,lecture_5213,Master Apache Spark using Spark SQL and PySpark 3,Exercise - Partitioned Tables using Spark SQL
course_1267,lecture_6827,Building Web Applications with Go - Intermediate Level,Installing Go
course_2211,lecture_7091,"Learn Photoshop, Web Design & Profitable Freelancing 2023",Key areas in Photoshop
course_93,lecture_2715,Exploring AWS IoT,Sending JSON test payloads from the AWS CLI and the IoT Core console
course_2281,lecture_6369,Build Web Apps with React & Firebase,Children Prop (Making a Modal Component)
course_672,lecture_3861,70-462: SQL Server Database Administration (DBA),Bulk Insert
course_1005,lecture_7635,Master Data Engineering using GCP Data Analytics,Project Problem Statement to Manage Files in GCS using Python
course_650,lecture_1801,"SAP HANA Implementation, Modeling and Reporting Course",Provision the SAP HANA Cloud instance
course_24,lecture_1367,SAP : Supply Chain Logistics in R/3,SAP Outbound Delivery Processing list - Transaction VL06
course_1248,lecture_1133,Automated  Software Testing with Puppeteer,Responsive Visual Tests
course_1835,lecture_2299,Entity Framework Core - The Complete Guide (.NET Core 7),Setup Models for Fluent API
course_411,lecture_6000,Google Apps Script Complete Course New IDE 100+ Examples,Create Google Forms
course_105,lecture_160,The Complete Dividend Investing Course (Updated 2023),How to Use Exponential Moving Averages (EMA)
course_52,lecture_4324,MB-910: Microsoft Dynamics 365 Fundamentals (CRM),17. Describe capabilities of Dynamics 365 Sales Insights
course_544,lecture_7049,Master Microsoft Excel Macros and Excel VBA,Introduction to Project #6 - Working with Excel VBA Forms
course_1259,lecture_843,Microsoft Power BI - The Practical Guide 2023,Importing Country & Region Codes
course_1037,lecture_132,Master SAML 2.0 with Okta,Spring Boot Form Integration Demo
course_627,lecture_4785,AWS Certified DevOps Engineer Professional 2023 - DOP-C02,AWS Secrets Manager - Hands On
course_1854,lecture_8454,The Complete Guide to the Global Capital Markets,Introduction to Fixed Income Securities
course_2221,lecture_5420,MBA in a Box: Business Lessons from a CEO,Debits and credits - much easier than it sounds
course_769,lecture_9074,Mastering Amazon Redshift and Serverless for Data Engineers,Develop Write Logic to load Spark Dataframe into Redshift Table
course_1002,lecture_5138,Build RESTFUL APIs using Kotlin and Spring Boot,How Kotlin Works with the JVM?
course_622,lecture_1988,Mastering Microsoft Configuration Manager (SCCM) Training,Create Build and Capture Task Sequence
course_1774,lecture_1244,Automate Everything with Python,Convert Image to Grayscale
course_536,lecture_6377,Selenium WebDriver with Java -Basics to Advanced+Frameworks,Schedule Jenkin Jobs with regular expression and trigger nightly Automation jobs
course_1044,lecture_7432,Be a Great Mentor: A Practical Guide to Mentorship,Types of mentoring
course_55,lecture_2322,Google Cloud Developer - GCP Professional Certification,Step 09 - Cloud Run and Cloud Functions - Scenarios
course_2355,lecture_123,HashiCorp Nomad Fundamentals: The Ultimate Beginner's Guide,Monitoring Application Logs
course_903,lecture_7760,A Big Data Hadoop and Spark project for absolute beginners,Big Data concepts
course_1913,lecture_3759,The OWASP Top 10 - Deep Dive,Understanding SQL and Databases
course_622,lecture_2218,Mastering Microsoft Configuration Manager (SCCM) Training,Configure Remote distribution points - SCCM
course_374,lecture_6158,Oracle Database 12c SQL Certified Associate 1Z0-071,What is Data Warehouse?
course_1436,lecture_7965,Understanding TypeScript,Finishing Drag & Drop
course_1034,lecture_2707,React 18  Tutorial and Projects Course (2023),Setup Dashboard Pages
course_1277,lecture_5516,AWS Certified Advanced Networking Specialty Course [ANS-CO1],AWS Key Management Service (KMS)
course_2095,lecture_2230,"Mastering Grafana, Prometheus and Loki",Integration of Grafana with Prometheus
course_196,lecture_7719,Complete Elasticsearch Masterclass with Logstash and Kibana,Lecture 18: More on Kibana Visualizations and Dashboards
course_2299,lecture_6001,Dart and Flutter: The Complete Developer's Guide,Flutter Install
course_648,lecture_7745,Dynatrace Masterclass - The Complete Guide for Beginners,Dynatrace Community
course_2154,lecture_8693,AZ-305: Azure Solutions Architect Expert (updated July 2023),Demo: Application Gateway Configuration (part 2)
course_97,lecture_4345,TOTAL: CompTIA IT Fundamentals ITF+ (FCO-U61).,Cleaning and Maintaining Computers
course_1733,lecture_6191,Banking Credit Analysis Process (for Bankers),Financial Risk (Static)  - Current Ratio
course_612,lecture_1690,Django DRF Project: eCommerce RESTful API,Build: Starting a New Django Project
course_461,lecture_6241,The Complete Financial Analyst Course 2023,Working Capital Optimization - a Roadmap
course_873,lecture_4980,Full Stack Java developer - Java + JSP + Spring Restful + JS,"S04L06 - Spring security login, adding rules and Bcrypt password"
course_612,lecture_3082,Django DRF Project: eCommerce RESTful API,Creating a new Django project
course_942,lecture_8603,Golang For DevOps And Cloud Engineers,Launching an EC2 with Go
course_1890,lecture_9135,Data Science Career Guide - Interview Preparation,Coding Interview Question 1
course_1969,lecture_2459,"SAP ABAP Programming Reports, Adobe Forms, CDS, AMDP & more",Alternative In Adobe Forms Part 2
course_841,lecture_5938,The Complete 2020 Fullstack Web Developer Course,Creating and adding an SSH Key
course_2270,lecture_2819,SAP BTP For Beginners,How SAP BTP brings value to Business
course_1819,lecture_7499,Top 150+ QA Automation Interview Questions & Resume Tips,Part 5 -Selenium and Core Java Mix Interview Questions
course_1689,lecture_4765,Data Analysis Essentials Using Excel,Lookup with HLOOKUP
course_2239,lecture_2608,Terraform on AWS EKS Kubernetes IaC SRE- 50 Real-World Demos,Step-06: Part-2: Create EC2 Instance Resource in Terraform
course_415,lecture_467,GCP Associate Cloud Engineer - Google Cloud Certification,Step 05 - Choosing a Load Balancer in GCP - Google Cloud Platform V2
course_1911,lecture_7219,Let's Learn Laravel: A Guided Path For Beginners,Using Composer To Create a Laravel Project
course_2286,lecture_15,MuleSoft 4.X Complete Guide For Beginners- Hands On Projects,Setup MuleSoft on-premise runtime server
course_49,lecture_7273,Spring Framework 6: Beginner to Guru,Add Paging Parameters
course_1710,lecture_2700,Python Developer | Complete course 2023,Numeric variable
course_217,lecture_7139,Great Product Manager: Product Management by a Big Tech's PM,How to become a Product Manager as a Student or a Graduate?
course_1777,lecture_9175,Master Flutter By Building A Video And Voice Call Chat App,iOS and Android login and fingerprint
course_74,lecture_4923,Python Complete Masterclass for Beginners,APPLICATION - Reading and Writing Data in PostgreSQL Databases Using Pandas
course_1518,lecture_5029,Complete Web Design: from Figma to Webflow to Freelancing,Practice: Figma Homepage Design
course_527,lecture_7406,"Python - Complete Python, Django, Data Science and ML Guide",Installing Jupyter Notebook
course_1879,lecture_9030,Spring Boot Microservices and Spring Cloud. Build & Deploy.,Adding Support for the H2 Database
course_1757,lecture_5767,Prep for the LPIC-1 Exam 102-500: Linux System Administrator,Scheduling Jobs using systemd
course_305,lecture_8889,"Cloud-Native: Microservices, Kubernetes, Service Mesh, CI/CD",Step 6. Add Grafana Data source for Prometheus Server
course_387,lecture_2088,Debugging SAP ABAP Code For Non Programmers,Getting access to the SAP S/4 HANA Trial Client
course_1602,lecture_3723,Full stack web development and AI with Python (Django),Practical - Portfolio website
course_108,lecture_1318,Node.js - The Complete RESTful API Masterclass (2023),Login User & Assign Token
course_752,lecture_6205,The Complete C Programming Bootcamp,Function Like Macros
course_1216,lecture_1114,Penetration Testing and Ethical Hacking Complete Hands-on,Content of the Section ( network scan in ethical hacking )
course_1495,lecture_5008,Microsoft Entra ID (formerly Azure AD) administration course,"Understanding Microsoft’s IaaS, PaaS, and SAAS"
course_164,lecture_5405,Crash Course Electronics and PCB Design,Course Overview
course_1066,lecture_3824,Alteryx Bootcamp,Weighted Average Tool
course_2223,lecture_1860,Master Data Engineering using Azure Data Analytics,Create Data Flow Source using Azure Dataset
course_2016,lecture_247,Become a Probability & Statistics Master,Introduction to discrete random variables
course_919,lecture_5728,Build Responsive Real-World Websites with HTML and CSS,Web Design Rules #10 - Part 1: Elements and Components
course_1936,lecture_7110,Data Lake in AWS - Easiest Way to Learn [2023],Introduction to Data Lake
course_1933,lecture_7476,Data Structure & Algorithm using C++ : Zero To Mastery 2023,Print All Permutation of String
course_2155,lecture_2466,Product Management Marketing: Dekker's Product Marketing MBA,Soft skills tips
course_898,lecture_7317,"UX & Web Design Master Course: Strategy, Design, Development",Content Elements – Audio and Video: Adding Media to Your Web Page
course_2086,lecture_5113,CMRP Exam Prep. Study Aid ( 5 Pillars of M&R),Pillar 1: Subsection 1 - Measuring Performance (Key Performance Indicators)
course_2053,lecture_8670,Azure Security Best Practices,DEMO - Connecting from VM using Managed Identity
course_950,lecture_8213,Apache Kafka for Developers using Spring Boot[LatestEdition],Recovery : Spring Scheduler to recover the failed message
course_357,lecture_447,VPs and Directors of Product Management: Finding Excellence,Recruit product managers
course_2148,lecture_4314,"ChatGPT, Midjourney, DALL-E 3 & APIs - The Complete Guide",LLMs & Neural Networks
course_2222,lecture_6193,Databricks Certified Data Engineer Associate Exam Guide,Auto Loader
course_1302,lecture_4181,AZ-801 Configuring Windows Server Hybrid Advanced Services,Migrate AD DS objects using Active Directory Migration Tool
course_685,lecture_4004,Working with Microservices in Go (Golang),Change the RabbitMQ server URL to the Docker address
course_1322,lecture_8594,PL-300 certification: Microsoft Power BI Data Analyst,Introducing The Power BI Service
course_296,lecture_8701,SC-300 : Microsoft Identity and Access Administrator,What are Service Principals
course_1424,lecture_8017,Microsoft SCCM Training,Module 72: Configuration Iteam And Complance Baseline In SCCM
course_1033,lecture_2892,Understanding HTML and CSS,The HTML Specification
course_377,lecture_7466,AWS Certified Machine Learning Specialty MLS-C01 [2023],Lab - Taxi Passenger Traffic Analysis (AWS Provided Example)
course_82,lecture_7669,Excel Formulas Made Easy - Learn more than 100 Formulas,Adding Working Days to a Date
course_2321,lecture_3739,Statistics for Data Analysis Using Python,Installing Anaconda
course_2088,lecture_5574,SystemVerilog for Verification Part 1: Fundamentals,Strategies to copy Object
course_1167,lecture_7276,Introduction to Cloud Computing on AWS for Beginners [2023],Application Programming Interfaces (APIs)
course_488,lecture_281,Adobe Illustrator CC – Advanced Training Course,How to make images Black & white in Illustrator & mix with color
course_1877,lecture_2937,The Complete Ethical Hacking Course,Website Pentesting Tools Introduction
course_2005,lecture_2077,React Mega Course: Build 50 Real World Projects in 50 Days,Getting the drag and drop event.
course_2222,lecture_3171,Databricks Certified Data Engineer Associate Exam Guide,Create SQL warehouse
course_1080,lecture_7464,Terraform on Azure,Lab - Using the Azure Key Vault service
course_420,lecture_1570,How to Manage a Large IT Project,Initial Project Plan Review
course_1792,lecture_7547,SAP FICO For Beginners - A Guide to SAP Financial Accounts,Bank Keys in SAP FICO
course_236,lecture_1968,The Science of Leadership,Brain based leadership styles
course_1996,lecture_3069,DP-203 - Data Engineering on Microsoft Azure 2023,What is Azure Data Factory
course_1299,lecture_4065,Excel Financial Modeling and Business Analysis Masterclass,Entering Calculations (Financing & Cash Flow Summary)
course_8,lecture_9130,"Robotic Drives & Physics: Robotics, learn by building III","Hardware hacking a BLDC into an AC servo motor, part 2"
course_581,lecture_2160,Power BI Business Scenarios with Hands on Use Cases,How to create Short Month Name for Fiscal Year
course_1184,lecture_5770,Learn Cucumber BDD with Java -MasterClass Selenium Framework,How to create Parameterized Jenkin Job to pass the values dynamically into tests
course_1678,lecture_6141,Java Spring Boot Using Intellij | Build a Real-world Project,What is Spring boot
course_384,lecture_8502,Google Cloud (GCP) MasterClass 2023 : GCP for Beginner - Pro,Planning a Successful Cloud Migration
course_1494,lecture_4157,Snowflake – The Complete Masterclass (2023 Edition),Alter an existing policy
course_937,lecture_554,Cryptocurrency Investment Course 2023: Fund your Retirement!,Introduction to DeFI & Yield Farming
course_1609,lecture_2720,MATLAB/Simulink - Simulink Course for Electrical Engineering,How to Implement PID Controller in Simulink of MATLAB?
course_2011,lecture_2135,SQL & Power BI: Your Data Analytics & Visualisation Journey,Power BI Dashboard Navigation
course_1792,lecture_7135,SAP FICO For Beginners - A Guide to SAP Financial Accounts,Creating a Posting Key in SAP FICO
course_918,lecture_1599,TOTAL: CompTIA Security+ Certification (SY0-601),Introduction to CompTIA Security+ SY0-601
course_1182,lecture_685,REST Assured API Automation from scratch + Framework + CI,Send Email API
course_1961,lecture_2080,Microsoft SCCM/Endpoint Configuration Manager for Beginners,Extending the Active Directory Schema
course_1087,lecture_1101,Crystal Reports for SAP Business One Mastery Training Course,Finding Data in SAP Business One Part A
course_1598,lecture_3046,"Angular (Full App) with Angular Material, Angularfire & NgRx",Adding Angular Material to a Project
course_1719,lecture_6981,"[NEW] Master Spring 6, Spring Boot 3, REST, JPA, Hibernate",Migrate from Spring JDBC to Spring Data JPA - Part 2
course_1388,lecture_8170,Azure Serverless Integration Services Track,Protect your API with Azure AD
course_1388,lecture_2540,Azure Serverless Integration Services Track,=== Rules Engine ===
course_1702,lecture_6247,Microsoft 365 Administration course with hands on sims,Service health support in Microsoft 365
course_1593,lecture_3945,"3-in-1 Banking, Banking Risk and Compliance Masterclass",Banking Fundamentals
course_1159,lecture_6561,AWS Lambda & Serverless Architecture Bootcamp (Build 5 Apps),Creating Your First AWS IoT Thing
course_2102,lecture_1470,The Comprehensive Android App Development Masterclass,Setting Up the User Interface
course_1983,lecture_9032,Microsoft PowerPoint for 2023 - 3 Hour Crash Course!,Adding Shapes in PowerPoint
course_929,lecture_2530,ISTQB Advanced Test Automation Engineer Certification,Preparing for Test Automation Questions
course_145,lecture_1413,Complete Media Training Master Class - Confidence on Camera,Picking the Right Podcasting Format for You
course_205,lecture_7841,React Js With Laravel Build Complete PWA Ecommerce Project,Laravel passport Authentication React Project-
course_632,lecture_3054,Six Sigma: Certified Lean Six Sigma Yellow Belt (Accredited),Six Sigma Yellow Belt: Create a Control Impact Matrix
course_186,lecture_3295,The Ultimate Guide to IoT with Raspberry Pi and Python -2023,AWS IoT Device SDKs
course_382,lecture_3437,The Complete SSL and TLS Guide: HTTP to HTTPS,Analyzing HTTPS and TLS using Wireshark
course_2209,lecture_70,Powerpoint 2016 2019 365 - Master powerpoint presentation,ZOOM - Practical Example
course_1796,lecture_6326,Soft Skills: The 11 Essential Career Soft Skills,Update to Soft Skills: The 11 Essential Career Soft Skills
course_1877,lecture_1211,The Complete Ethical Hacking Course,Ethical Hacker's Steps
course_317,lecture_8271,Learn DevOps: CI/CD with Jenkins using Pipelines and Docker,Sonarqube integration
course_1469,lecture_4388,Java and Spring Framework for Beginners with Spring Boot,Custom Exception
course_2093,lecture_5552,Spring & Spring Boot Interview Guide,115-Big Picture of Spring Framework
course_1815,lecture_8088,Certified ISTQB® Test Analyst Advanced Level (CTAL-TA) 2022,Test Design Techniques Introduction
course_352,lecture_221,Active Directory on Windows Server,Modifying the Schema (updated)
course_403,lecture_4491,Microsoft Excel Pro Tips: Go from Beginner to Advanced Excel,Extracting Unique Values from a List in Excel
course_506,lecture_8529,Excel Dashboard and Data Analysis Masterclass,Part 2: Using Nested IF & AVERAGE for Calculations
course_2252,lecture_5036,MBA ASAP Corporate Finance Fundamentals for Career Success,Finance and Agriculture
course_2105,lecture_1010,Microsoft Excel - Excel from Beginner to Advanced,Protecting Specific Cells in a Worksheet
course_1434,lecture_8076,Azure IoT - The Complete Guide,"IaaS, PaaS, SaaS"
course_711,lecture_5687,Master Spring Data JPA with Hibernate: E-Commerce Project,Transaction Management with Spring Data JPA
course_1169,lecture_9242,Reactive Programming with Spring Framework 5,WebClient Get Operations
course_256,lecture_5939,Selenium WebDriver 4 With Java - Novice To Ninja [2023],How To Scroll Element Into View
course_1293,lecture_8379,"ChatGPT Mega Course: Midjourney, Adobe Firefly AI, ChatGPT 4",Video Script for YouTube
course_443,lecture_9227,SharePoint - Complete Guide to Microsoft SharePoint Online,Linking SharePoint to Power Apps
course_545,lecture_8015,Intune (MDM / MAM) Microsoft training course with HANDS ON,Using the Intune Connector for Active Directory
course_1969,lecture_2402,"SAP ABAP Programming Reports, Adobe Forms, CDS, AMDP & more",Introduction to SAP Adobe forms
course_1526,lecture_5454,AZ-305 Azure Architect Design Exam Prep (with AZ-304),Azure AD Groups and Roles
course_1159,lecture_7164,AWS Lambda & Serverless Architecture Bootcamp (Build 5 Apps),Quick Overview of Amazon API Gateway
course_1959,lecture_7730,Snowflake[A-Z] Zero to Hero Masterclass(Core+SQL+API+Visual),IDEs - Jupyter Notebook and Spyder
course_1190,lecture_6256,Mastering AWS DevOps - For Cloud Engineers,Welcome to the Course & Overview of DevOps
course_1554,lecture_389,Spring Framework 5: Beginner to Guru,Using GitHub
course_1037,lecture_360,Master SAML 2.0 with Okta,Deep Dive : Create SAML Single Sign-On Request
course_414,lecture_3871,"ROS for Beginners: Basics, Motion, and OpenCV",ROS2
course_1998,lecture_8163,"The Ultimate React Course 2024: React, Redux & More",How NOT to Fetch Data in React
course_1728,lecture_2646,AWS Machine Learning Certification Exam | Complete Guide,AWS Step Function
course_592,lecture_9217,Salesforce Integration With External Systems,Salesforce Bulk API: Upload records using a CSV file in salesforce
course_2362,lecture_8236,Advanced English Vocabulary,Crime and Punishment
course_1017,lecture_5065,The Data Strategy Course: Building a Data-driven Business,Meta data
course_2324,lecture_5173,Exchange Server & Exchange Online course with hands on demos,Using the Exchange Administration Center (EAC)
course_1696,lecture_1064,Azure Kubernetes Service with Azure DevOps and Terraform,Step-02: Enable HTTP Application Routing AddOn on AKS Cluster
course_1916,lecture_5488,Selenium Python with Behave BDD(Basic + Advance + Architect),Writing in Excel files
course_1374,lecture_5320,Java Web Services Part 2 - SOAP and REST Security,Retrieve the CXF Client Proxy
course_1393,lecture_4969,Data Integration Fundamentals,Data Integration for Non-Technical Jobs
course_35,lecture_2965,SAP S/4 HANA Basics and S/4 HANA Production Planning Module,MRP Area_S4 HANA
course_664,lecture_3573,AZ-400 Designing and Implementing DevOps Certification 2022,Lab - Deploying resources via Azure CLI
course_451,lecture_4385,SAP for Beginner: Learn SAP S/4HANA Overview,Embedded Analytics in SAP S/4HANA- Section Introduction
course_1853,lecture_3091,Effective Human Resource Administration,Workplace Violence (Part 9)
course_1469,lecture_4392,Java and Spring Framework for Beginners with Spring Boot,User Input using BufferedReader and Scanner
course_2343,lecture_6641,OAuth 2.0 in Spring Boot Applications,Creating Spring Authorization Server project
course_92,lecture_1366,AWS Certified Solutions Architect - Professional 2023,Deploying EKS Cluster
course_109,lecture_5780,Deep Learning Masterclass with TensorFlow 2 Over 20 Projects,Conversion to Tensorflow Lite
course_557,lecture_4159,Data Structures and Algorithms:  Deep Dive Using Java,Trees (Theory)
course_540,lecture_1212,AWS Certified Machine Learning Specialty MLS-C01 [NEW 2023],[HOL] Running SQL queries in Athena
course_2238,lecture_2020,The Complete Google Sheets Course: Beginner to Advanced!,Conditional Arithmetic Functions (ie. SUM + IF)
course_2165,lecture_5142,Analytics Engineering Bootcamp,Accumulative Facts Tables
course_1005,lecture_7687,Master Data Engineering using GCP Data Analytics,Overview of Processing Data in GCS using Pandas
course_2071,lecture_6459,Practice Test AWS Solutions Architect Associate SAA C03,S3 Lifecycle Management
course_1848,lecture_1131,Elasticsearch 8 and the Elastic Stack: In Depth and Hands On,Parsing and Filtering Logstash with Grok
course_793,lecture_2383,"MySQL, SQL and Stored Procedures from Beginner to Advanced",Adding Foreign Keys
course_403,lecture_4495,Microsoft Excel Pro Tips: Go from Beginner to Advanced Excel,Protecting Cells & Formulas in Excel Workbooks
course_2290,lecture_9478,ISO 26262 Crash Course: Functional Safety Mastery,Hazard Analysis and Risk Assessment (HARA)
course_578,lecture_1898,C# 10 | Ultimate Guide - Beginner to Advanced | Master class,Generic Classes
course_1917,lecture_4595,SAP MM Training - in Plain English,Goods Receipt in SAP
course_427,lecture_1603,React Native: Advanced Concepts,Importing the Deck Component
course_1005,lecture_7789,Master Data Engineering using GCP Data Analytics,Getting Started with GCP Dataproc
course_1823,lecture_3230,The Complete Machine Learning Course with Python,Natural Language Processing - Binary Classification
course_1614,lecture_9072,DP-100: Azure Machine Learning & Data Science Exam Prep 2023,Azure In-Memory Database: Azure Cache for Redis
course_133,lecture_4028,Software Architecture & Technology of Large-Scale Systems,Role based access example
course_864,lecture_1691,Mastering Azure PowerShell,Lab - Azure Monitor Activity Log Alerts
course_1498,lecture_5895,AZ-305 - Designing Azure Infrastructure Solutions 2023,Azure Service Bus - Architecture Scenario - Sending data
course_2091,lecture_9107,Complete Microsoft SQL Server Database Administration Course,MSSQL Architecture
course_112,lecture_4307,Devops Fundamentals - CI/CD with AWS +Docker+Ansible+Jenkins,Install Jenkins on Linux and start the Jenkin Server
course_2223,lecture_1850,Master Data Engineering using Azure Data Analytics,Introduction to Getting Started with Azure Data Factory
course_1258,lecture_1321,Flutter & Dart - The Complete Guide [2023 Edition],What Is Flutter?
course_2389,lecture_381,The Complete Windows PowerShell 5.1/7 : Beginner To Advanced,The PowerShell Variable Scope
course_311,lecture_6872,The Complete Jenkins DevOps CI/CD Pipeline Bootcamp - 2023,Test if Jenkins can Clone the Repository
course_1127,lecture_2837,Energy Storage Technologies - From Chemistry to Engineering,Physics of Capacitors
course_710,lecture_1903,Computer Science 101: Master the Theory Behind Programming,Basic Types of Graphs
course_2390,lecture_2513,GCP - Google Cloud Professional Data Engineer Certification,[Hands-on] Data Fusion - Run Pipeline on DataProc Cluster - success
course_974,lecture_8388,Java Enterprise Edition 8 for Beginners course,Java EE in Practice - Docker Deployment
course_2091,lecture_1806,Complete Microsoft SQL Server Database Administration Course,What is a Stored Procedure
course_1996,lecture_8138,DP-203 - Data Engineering on Microsoft Azure 2023,Lab - Reading from Azure Data Lake
course_178,lecture_888,CAPM Exam Prep Course 25 PDU's for 2023 Exam,What is Project Management
course_28,lecture_6549,"Music Theory Comprehensive Complete: Parts 16, 17, & 18",Why Modes?
course_2363,lecture_7199,"Mobile App Marketing 2023 ASO, Advertising & Monetization",Adding Google ads to promote Android apps in Google Play Store
course_35,lecture_8214,SAP S/4 HANA Basics and S/4 HANA Production Planning Module,Demand Driven MRP (DDMRP)
course_1381,lecture_4924,The Ultimate Microsoft Excel Mastery Bundle - 8 Courses,Tabular Data
course_921,lecture_722,Azure DevOps Fundamentals for Beginners,Manage Your Release Pipelines with Azure DevOps
course_1196,lecture_8807,CompTIA Project+ (PK0-005) Complete Course & Practice Exam,IT Environments (OBJ. 1.3 & 4.5)
course_430,lecture_8184,Devtools Pro: Beginner to Expert w/ Chrome Developer Tools,Improve page load speed with Audits & Lighthouse
course_356,lecture_297,"ChatGPT Complete Guide: Learn Midjourney, ChatGPT 4 & More",Overview and Main Types of LLM's
course_2131,lecture_4124,Azure Data Factory For Data Engineers - Project on Covid19,Creating Azure Data Factory
course_395,lecture_466,Building Acoustics and Noise Control,Acoustic Privacy in Meeting Rooms and Offices
course_2133,lecture_8227,Introduction to Computer Networks for Non-Techies,Layer 3 Switches
course_49,lecture_6333,Spring Framework 6: Beginner to Guru,Creating JPA Entities
course_881,lecture_8297,SAP MM -Material Management Simplified For Beginners,Goods Receipt & Analysis
course_1051,lecture_8303,The Complete Adobe Premiere Pro Video Editing Bootcamp,Workflow: Post-Production for this Documentary
course_1301,lecture_7867,PMP: The Complete PMP Course & Practice Exams,How to study efficiently for your PMP certification
course_1969,lecture_3052,"SAP ABAP Programming Reports, Adobe Forms, CDS, AMDP & more",Call smartform from ALV report
course_1589,lecture_3067,Motivation: You Can Become a Motivational Speaker,Cross Selling and Upselling
course_707,lecture_5152,Apache Kafka Series - Learn Apache Kafka for Beginners v3,Setting up OpenSearch on Docker
course_347,lecture_6771,The Ultimate SAP S/4HANA Course 2023: From Zero to Expert,Additional modules in SAP Finance
course_2327,lecture_6663,LangChain & LLMs - Build Autonomous AI Tools Masterclass,Document Chatbot - Resumé Analyzer Bot
course_1842,lecture_2409,Microsoft PowerPoint From Beginner to Advanced,Formatting Shapes within PowerPoint
course_2295,lecture_5785,Learn JMeter - Performance & API Testing,Overview on Performance Testing
course_2345,lecture_1396,SC-100: Microsoft Cybersecurity Architect,Azure Storage Accounts - Authorization
course_1210,lecture_8415,Alteryx - The Complete Masterclass,Weighted Average
course_566,lecture_7941,MD-102 Endpoint Administrator Associate course with SIMS!,Monitor devices by using Intune
course_814,lecture_933,AZ-204: Developing Solutions for Microsoft Azure - NEW,Lab - Azure Functions - Azure SQL database - GET Product by id
course_1663,lecture_4513,"SAS Programming Advance Certification Course(SAS SQL, Macro)","Access free SAS software ""SAS OnDemand for Academics"" step by step instruction"
course_371,lecture_6862,Complete Guitar Lessons System - Beginner to Advanced,All About The Modes - Part 3 - Thinking About The Modal Notes
course_54,lecture_2615,"Software Testing Made Easy for Beginners (Project,Jira,API )","QA, QC and QE (Software Testing - Session 52)"
course_952,lecture_4096,Learn to debug code in SAP S/4 HANA,Introduction to BADI (Business Add-In) in S/4 HANA
course_310,lecture_2453,Learn Azure DevOps CI/CD pipelines,[Designer] Running Kubernetes CD pipeline
course_374,lecture_5926,Oracle Database 12c SQL Certified Associate 1Z0-071,Creating Simple Views
course_551,lecture_6332,The Complete Guide to HTML,Creating Video Elements
course_1005,lecture_7558,Master Data Engineering using GCP Data Analytics,Conclusion to Get Started with GCP for Data Engineering
course_1014,lecture_7074,AWS for Beginners: Start Your AWS Cloud Practitioner Journey,Connecting to EC2 Instance via AWS Instant Connect
course_688,lecture_5847,Selenium Java : Beginner to Advanced [Live Project],Introduction to Selenium (Selenium 4 - Session 1)
course_504,lecture_7905,"Microservices Observability, Resilience, Monitoring on .Net",Why Microservices need Observability ? Example Case of Shopping Basket Checkout
course_567,lecture_5850,Testing Spring Boot: Beginner to Guru,Throwing Exceptions with Mockito
course_465,lecture_6416,AWS Certified Developer Associate Exam Training DVA-C02,AWS Secrets Manager
course_333,lecture_4444,Angular Material In Depth (Angular 17),How to Add Angular Material to Your Project
course_571,lecture_7681,Data Warehouse Developer-SQL Server/ETL/SSIS/SSAS/SSRS/T-SQL,Database vs Data Warehouse
course_2131,lecture_4109,Azure Data Factory For Data Engineers - Project on Covid19,Azure Data Factory Overview
course_698,lecture_4490,"MBA: Retail business, Merchandising, and E-commerce",Introduction to Lead Time
course_674,lecture_9036,The Complete Coding for Beginners Course (2023),Variables in Python
course_356,lecture_3166,"ChatGPT Complete Guide: Learn Midjourney, ChatGPT 4 & More",Runway: Make Your Own Video
course_1537,lecture_9109,Build a Backend REST API with Python & Django - Beginner,Introduction to deploying our app to AWS
course_885,lecture_207,Master Computers - From Beginner to Expert in One Week,Introduction To Word Processing
course_1676,lecture_2342,The Complete Beginner's Guide to Chess,Vasily Smyslov - 1957 - 1958
course_31,lecture_3142,"Matlab, Simulink and Stateflow",Introducing Simulink
course_311,lecture_3933,The Complete Jenkins DevOps CI/CD Pipeline Bootcamp - 2023,Demo : Refactor Jenkins Pipeline - Manage Release vs INT Builds and Artifacts
course_1005,lecture_8274,Master Data Engineering using GCP Data Analytics,Setup and Integrate Python 3.9 venv with VS Code Workspace on Windows
course_1658,lecture_1761,Microsoft Certified: Data Analyst Associate with Power BI,Choose an Appropriate Visualization Type
course_1073,lecture_6530,Adobe Illustrator CC: Essential Illustrator CC Training,Recoloring your Artwork with the Recolor Tool
course_169,lecture_5840,The Essentials of Project Management - 20 PDUs,Phases and Deliverables
course_807,lecture_3904,"Mulesoft | An ""In-depth & Extensive"" Tutorial for Beginners",01 - Introduction on CICD Setup
course_646,lecture_4937,React Testing Library and Jest: The Complete Guide,Understanding Jest Matchers
course_755,lecture_3148,The Complete Angular Course: Beginner to Advanced,Angular Version History
course_415,lecture_8646,GCP Associate Cloud Engineer - Google Cloud Certification,Step 03 - Congratulations - Google Cloud Associate Cloud Engineer Certification
